"","perf_metric","perf_metric_diff","pvalue","names","method","perf_metric_name","seed"
"1216",1,0,1,"V2092","glmnet","AUC",2019
"1217",1,0,1,"V2093","glmnet","AUC",2019
"1218",1,0,1,"V2094","glmnet","AUC",2019
"1219",1,0,1,"V2095","glmnet","AUC",2019
"1220",1,0,1,"V2096","glmnet","AUC",2019
"1221",1,0,1,"V2097","glmnet","AUC",2019
"1222",1,0,1,"V2098","glmnet","AUC",2019
"1223",1,0,1,"V2099","glmnet","AUC",2019
"1224",1,0,1,"V21","glmnet","AUC",2019
"1225",1,0,1,"V210","glmnet","AUC",2019
"1226",1,0,1,"V2100","glmnet","AUC",2019
"1227",1,0,1,"V2101","glmnet","AUC",2019
"1228",1,0,1,"V2102","glmnet","AUC",2019
"1229",1,0,1,"V2103","glmnet","AUC",2019
"1230",1,0,1,"V2104","glmnet","AUC",2019
"1231",1,0,1,"V2105","glmnet","AUC",2019
"1232",1,0,1,"V2106","glmnet","AUC",2019
"1233",1,0,1,"V2107","glmnet","AUC",2019
"1234",1,0,1,"V2108","glmnet","AUC",2019
"1235",1,0,1,"V2109","glmnet","AUC",2019
"1236",1,0,1,"V211","glmnet","AUC",2019
"1237",1,0,1,"V2110","glmnet","AUC",2019
"1238",1,0,1,"V2111","glmnet","AUC",2019
"1239",1,0,1,"V2112","glmnet","AUC",2019
"1240",1,0,1,"V2113","glmnet","AUC",2019
"1241",1,0,1,"V2114","glmnet","AUC",2019
"1242",1,0,1,"V2115","glmnet","AUC",2019
"1243",1,0,1,"V2116","glmnet","AUC",2019
"1244",1,0,1,"V2117","glmnet","AUC",2019
"1245",1,0,1,"V2118","glmnet","AUC",2019
"1246",1,0,1,"V2119","glmnet","AUC",2019
"1247",1,0,1,"V212","glmnet","AUC",2019
"1248",1,0,1,"V2120","glmnet","AUC",2019
"1249",1,0,1,"V2121","glmnet","AUC",2019
"1250",1,0,1,"V2122","glmnet","AUC",2019
"1251",1,0,1,"V2123","glmnet","AUC",2019
"1252",1,0,1,"V2124","glmnet","AUC",2019
"1253",1,0,1,"V2125","glmnet","AUC",2019
"1254",1,0,1,"V2126","glmnet","AUC",2019
"1255",1,0,1,"V2127","glmnet","AUC",2019
"1256",1,0,1,"V2128","glmnet","AUC",2019
"1257",1,0,1,"V2129","glmnet","AUC",2019
"1258",1,0,1,"V213","glmnet","AUC",2019
"1259",1,0,1,"V2130","glmnet","AUC",2019
"1260",1,0,1,"V2131","glmnet","AUC",2019
"1261",1,0,1,"V2132","glmnet","AUC",2019
"1262",1,0,1,"V2133","glmnet","AUC",2019
"1263",1,0,1,"V2134","glmnet","AUC",2019
"1264",1,0,1,"V2135","glmnet","AUC",2019
"1265",1,0,1,"V2136","glmnet","AUC",2019
"1266",1,0,1,"V2137","glmnet","AUC",2019
"1267",1,0,1,"V2138","glmnet","AUC",2019
"1268",1,0,1,"V2139","glmnet","AUC",2019
"1269",1,0,1,"V214","glmnet","AUC",2019
"1270",1,0,1,"V2140","glmnet","AUC",2019
"1271",1,0,1,"V2141","glmnet","AUC",2019
"1272",1,0,1,"V2142","glmnet","AUC",2019
"1273",1,0,1,"V2143","glmnet","AUC",2019
"1274",1,0,1,"V2144","glmnet","AUC",2019
"1275",1,0,1,"V2145","glmnet","AUC",2019
"1276",1,0,1,"V2146","glmnet","AUC",2019
"1277",1,0,1,"V2147","glmnet","AUC",2019
"1278",1,0,1,"V2148","glmnet","AUC",2019
"1279",1,0,1,"V2149","glmnet","AUC",2019
"1280",1,0,1,"V215","glmnet","AUC",2019
"1281",1,0,1,"V2150","glmnet","AUC",2019
"1282",1,0,1,"V2151","glmnet","AUC",2019
"1283",1,0,1,"V2152","glmnet","AUC",2019
"1284",1,0,1,"V2153","glmnet","AUC",2019
"1285",1,0,1,"V2154","glmnet","AUC",2019
"1286",1,0,1,"V2155","glmnet","AUC",2019
"1287",1,0,1,"V2156","glmnet","AUC",2019
"1288",1,0,1,"V2157","glmnet","AUC",2019
"1289",1,0,1,"V2158","glmnet","AUC",2019
"1290",1,0,1,"V2159","glmnet","AUC",2019
"1291",1,0,1,"V216","glmnet","AUC",2019
"1292",1,0,1,"V2160","glmnet","AUC",2019
"1293",1,0,1,"V2161","glmnet","AUC",2019
"1294",1,0,1,"V2162","glmnet","AUC",2019
"1295",1,0,1,"V2163","glmnet","AUC",2019
"1296",1,0,1,"V2164","glmnet","AUC",2019
"1297",1,0,1,"V2165","glmnet","AUC",2019
"1298",1,0,1,"V2166","glmnet","AUC",2019
"1299",1,0,1,"V2167","glmnet","AUC",2019
"1300",1,0,1,"V2168","glmnet","AUC",2019
"1301",1,0,1,"V2169","glmnet","AUC",2019
"1302",1,0,1,"V217","glmnet","AUC",2019
"1303",1,0,1,"V2170","glmnet","AUC",2019
"1304",1,0,1,"V2171","glmnet","AUC",2019
"1305",1,0,1,"V2172","glmnet","AUC",2019
"1306",1,0,1,"V2173","glmnet","AUC",2019
"1307",1,0,1,"V2174","glmnet","AUC",2019
"1308",1,0,1,"V2175","glmnet","AUC",2019
"1309",1,0,1,"V2176","glmnet","AUC",2019
"1310",1,0,1,"V2177","glmnet","AUC",2019
"1311",1,0,1,"V2178","glmnet","AUC",2019
"1312",1,0,1,"V2179","glmnet","AUC",2019
"1313",1,0,1,"V218","glmnet","AUC",2019
"1314",1,0,1,"V2180","glmnet","AUC",2019
"1315",1,0,1,"V2181","glmnet","AUC",2019
"1316",1,0,1,"V2182","glmnet","AUC",2019
"1317",1,0,1,"V2183","glmnet","AUC",2019
"1318",1,0,1,"V2184","glmnet","AUC",2019
"1319",1,0,1,"V2185","glmnet","AUC",2019
"1320",1,0,1,"V2186","glmnet","AUC",2019
"1321",1,0,1,"V2187","glmnet","AUC",2019
"1322",1,0,1,"V2188","glmnet","AUC",2019
"1323",1,0,1,"V2189","glmnet","AUC",2019
"1324",1,0,1,"V219","glmnet","AUC",2019
"1325",1,0,1,"V2190","glmnet","AUC",2019
"1326",1,0,1,"V2191","glmnet","AUC",2019
"1327",1,0,1,"V2192","glmnet","AUC",2019
"1328",1,0,1,"V2193","glmnet","AUC",2019
"1329",1,0,1,"V2194","glmnet","AUC",2019
"1330",1,0,1,"V2195","glmnet","AUC",2019
"1331",1,0,1,"V2196","glmnet","AUC",2019
"1332",1,0,1,"V2197","glmnet","AUC",2019
"1333",1,0,1,"V2198","glmnet","AUC",2019
"1334",1,0,1,"V2199","glmnet","AUC",2019
"1335",1,0,1,"V22","glmnet","AUC",2019
"1336",1,0,1,"V220","glmnet","AUC",2019
"1337",1,0,1,"V2200","glmnet","AUC",2019
"1338",1,0,1,"V2201","glmnet","AUC",2019
"1339",1,0,1,"V2202","glmnet","AUC",2019
"1340",1,0,1,"V2203","glmnet","AUC",2019
"1341",1,0,1,"V2204","glmnet","AUC",2019
"1342",1,0,1,"V2205","glmnet","AUC",2019
"1343",1,0,1,"V2206","glmnet","AUC",2019
"1344",1,0,1,"V2207","glmnet","AUC",2019
"1345",1,0,1,"V2208","glmnet","AUC",2019
"1346",1,0,1,"V2209","glmnet","AUC",2019
"1347",1,0,1,"V221","glmnet","AUC",2019
"1348",1,0,1,"V2210","glmnet","AUC",2019
"1349",1,0,1,"V2211","glmnet","AUC",2019
"1350",1,0,1,"V2212","glmnet","AUC",2019
"1351",1,0,1,"V2213","glmnet","AUC",2019
"1352",1,0,1,"V2214","glmnet","AUC",2019
"1353",1,0,1,"V2215","glmnet","AUC",2019
"1354",1,0,1,"V2216","glmnet","AUC",2019
"1355",1,0,1,"V2217","glmnet","AUC",2019
"1356",1,0,1,"V2218","glmnet","AUC",2019
"1357",1,0,1,"V2219","glmnet","AUC",2019
"1358",1,0,1,"V222","glmnet","AUC",2019
"1359",1,0,1,"V2220","glmnet","AUC",2019
"1360",1,0,1,"V2221","glmnet","AUC",2019
"1361",1,0,1,"V2222","glmnet","AUC",2019
"1362",1,0,1,"V2223","glmnet","AUC",2019
"1363",1,0,1,"V2224","glmnet","AUC",2019
"1364",1,0,1,"V2225","glmnet","AUC",2019
"1365",1,0,1,"V2226","glmnet","AUC",2019
"1366",1,0,1,"V2227","glmnet","AUC",2019
"1367",1,0,1,"V2228","glmnet","AUC",2019
"1368",1,0,1,"V2229","glmnet","AUC",2019
"1369",1,0,1,"V223","glmnet","AUC",2019
"1370",1,0,1,"V2230","glmnet","AUC",2019
"1371",1,0,1,"V2231","glmnet","AUC",2019
"1372",1,0,1,"V2232","glmnet","AUC",2019
"1373",1,0,1,"V2233","glmnet","AUC",2019
"1374",1,0,1,"V2234","glmnet","AUC",2019
"1375",1,0,1,"V2235","glmnet","AUC",2019
"1376",1,0,1,"V2236","glmnet","AUC",2019
"1377",1,0,1,"V2237","glmnet","AUC",2019
"1378",1,0,1,"V2238","glmnet","AUC",2019
"1379",1,0,1,"V2239","glmnet","AUC",2019
"1380",1,0,1,"V224","glmnet","AUC",2019
"1381",1,0,1,"V2240","glmnet","AUC",2019
"1382",1,0,1,"V2241","glmnet","AUC",2019
"1383",1,0,1,"V2242","glmnet","AUC",2019
"1384",1,0,1,"V2243","glmnet","AUC",2019
"1385",1,0,1,"V2244","glmnet","AUC",2019
"1386",1,0,1,"V2245","glmnet","AUC",2019
"1387",1,0,1,"V2246","glmnet","AUC",2019
"1388",1,0,1,"V2247","glmnet","AUC",2019
"1389",1,0,1,"V2248","glmnet","AUC",2019
"1390",1,0,1,"V2249","glmnet","AUC",2019
"1391",1,0,1,"V225","glmnet","AUC",2019
"1392",1,0,1,"V2250","glmnet","AUC",2019
"1393",1,0,1,"V2251","glmnet","AUC",2019
"1394",1,0,1,"V2252","glmnet","AUC",2019
"1395",1,0,1,"V2253","glmnet","AUC",2019
"1396",1,0,1,"V2254","glmnet","AUC",2019
"1397",1,0,1,"V2255","glmnet","AUC",2019
"1398",1,0,1,"V2256","glmnet","AUC",2019
"1399",1,0,1,"V2257","glmnet","AUC",2019
"1400",1,0,1,"V2258","glmnet","AUC",2019
"1401",1,0,1,"V2259","glmnet","AUC",2019
"1402",1,0,1,"V226","glmnet","AUC",2019
"1403",1,0,1,"V2260","glmnet","AUC",2019
"1404",1,0,1,"V2261","glmnet","AUC",2019
"1405",1,0,1,"V2262","glmnet","AUC",2019
"1406",1,0,1,"V2263","glmnet","AUC",2019
"1407",1,0,1,"V2264","glmnet","AUC",2019
"1408",1,0,1,"V2265","glmnet","AUC",2019
"1409",1,0,1,"V2266","glmnet","AUC",2019
"1410",1,0,1,"V2267","glmnet","AUC",2019
"1411",1,0,1,"V2268","glmnet","AUC",2019
"1412",1,0,1,"V2269","glmnet","AUC",2019
"1413",1,0,1,"V227","glmnet","AUC",2019
"1414",1,0,1,"V2270","glmnet","AUC",2019
"1415",1,0,1,"V2271","glmnet","AUC",2019
"1416",1,0,1,"V2272","glmnet","AUC",2019
"1417",1,0,1,"V2273","glmnet","AUC",2019
"1418",1,0,1,"V2274","glmnet","AUC",2019
"1419",1,0,1,"V2275","glmnet","AUC",2019
"1420",1,0,1,"V2276","glmnet","AUC",2019
"1421",1,0,1,"V2277","glmnet","AUC",2019
"1422",1,0,1,"V2278","glmnet","AUC",2019
"1423",1,0,1,"V2279","glmnet","AUC",2019
"1424",1,0,1,"V228","glmnet","AUC",2019
"1425",1,0,1,"V2280","glmnet","AUC",2019
"1426",1,0,1,"V2281","glmnet","AUC",2019
"1427",1,0,1,"V2282","glmnet","AUC",2019
"1428",1,0,1,"V2283","glmnet","AUC",2019
"1429",1,0,1,"V2284","glmnet","AUC",2019
"1430",1,0,1,"V2285","glmnet","AUC",2019
"1431",1,0,1,"V2286","glmnet","AUC",2019
"1432",1,0,1,"V2287","glmnet","AUC",2019
"1433",1,0,1,"V2288","glmnet","AUC",2019
"1434",1,0,1,"V2289","glmnet","AUC",2019
"1435",1,0,1,"V229","glmnet","AUC",2019
"1436",1,0,1,"V2290","glmnet","AUC",2019
"1437",1,0,1,"V2291","glmnet","AUC",2019
"1438",1,0,1,"V2292","glmnet","AUC",2019
"1439",1,0,1,"V2293","glmnet","AUC",2019
"1440",1,0,1,"V2294","glmnet","AUC",2019
"1441",1,0,1,"V2295","glmnet","AUC",2019
"1442",1,0,1,"V2296","glmnet","AUC",2019
"1443",1,0,1,"V2297","glmnet","AUC",2019
"1444",1,0,1,"V2298","glmnet","AUC",2019
"1445",1,0,1,"V2299","glmnet","AUC",2019
"1446",1,0,1,"V23","glmnet","AUC",2019
"1447",1,0,1,"V230","glmnet","AUC",2019
"1448",1,0,1,"V2300","glmnet","AUC",2019
"1449",1,0,1,"V2301","glmnet","AUC",2019
"1450",1,0,1,"V2302","glmnet","AUC",2019
"1451",1,0,1,"V2303","glmnet","AUC",2019
"1452",1,0,1,"V2304","glmnet","AUC",2019
"1453",1,0,1,"V2305","glmnet","AUC",2019
"1454",1,0,1,"V2306","glmnet","AUC",2019
"1455",1,0,1,"V2307","glmnet","AUC",2019
"1456",1,0,1,"V2308","glmnet","AUC",2019
"1457",1,0,1,"V2309","glmnet","AUC",2019
"1458",1,0,1,"V231","glmnet","AUC",2019
"1459",1,0,1,"V2310","glmnet","AUC",2019
"1460",1,0,1,"V2311","glmnet","AUC",2019
"1461",1,0,1,"V2312","glmnet","AUC",2019
"1462",1,0,1,"V2313","glmnet","AUC",2019
"1463",1,0,1,"V2314","glmnet","AUC",2019
"1464",1,0,1,"V2315","glmnet","AUC",2019
"1465",1,0,1,"V2316","glmnet","AUC",2019
"1466",1,0,1,"V2317","glmnet","AUC",2019
"1467",1,0,1,"V2318","glmnet","AUC",2019
"1468",1,0,1,"V2319","glmnet","AUC",2019
"1469",1,0,1,"V232","glmnet","AUC",2019
"1470",1,0,1,"V2320","glmnet","AUC",2019
"1471",1,0,1,"V2321","glmnet","AUC",2019
"1472",1,0,1,"V2322","glmnet","AUC",2019
"1473",1,0,1,"V2323","glmnet","AUC",2019
"1474",1,0,1,"V2324","glmnet","AUC",2019
"1475",1,0,1,"V2325","glmnet","AUC",2019
"1476",1,0,1,"V2326","glmnet","AUC",2019
"1477",1,0,1,"V2327","glmnet","AUC",2019
"1478",1,0,1,"V2328","glmnet","AUC",2019
"1479",1,0,1,"V2329","glmnet","AUC",2019
"1480",1,0,1,"V233","glmnet","AUC",2019
"1481",1,0,1,"V2330","glmnet","AUC",2019
"1482",1,0,1,"V2331","glmnet","AUC",2019
"1483",1,0,1,"V2332","glmnet","AUC",2019
"1484",1,0,1,"V2333","glmnet","AUC",2019
"1485",1,0,1,"V2334","glmnet","AUC",2019
"1486",1,0,1,"V2335","glmnet","AUC",2019
"1487",1,0,1,"V2336","glmnet","AUC",2019
"1488",1,0,1,"V2337","glmnet","AUC",2019
"1489",1,0,1,"V2338","glmnet","AUC",2019
"1490",1,0,1,"V2339","glmnet","AUC",2019
"1491",1,0,1,"V234","glmnet","AUC",2019
"1492",1,0,1,"V2340","glmnet","AUC",2019
"1493",1,0,1,"V2341","glmnet","AUC",2019
"1494",1,0,1,"V2342","glmnet","AUC",2019
"1495",1,0,1,"V2343","glmnet","AUC",2019
"1496",1,0,1,"V2344","glmnet","AUC",2019
"1497",1,0,1,"V2345","glmnet","AUC",2019
"1498",1,0,1,"V2346","glmnet","AUC",2019
"1499",1,0,1,"V2347","glmnet","AUC",2019
"1500",1,0,1,"V2348","glmnet","AUC",2019
"1501",1,0,1,"V2349","glmnet","AUC",2019
"1502",1,0,1,"V235","glmnet","AUC",2019
"1503",1,0,1,"V2350","glmnet","AUC",2019
"1504",1,0,1,"V2351","glmnet","AUC",2019
"1505",1,0,1,"V2352","glmnet","AUC",2019
"1506",1,0,1,"V2353","glmnet","AUC",2019
"1507",1,0,1,"V2354","glmnet","AUC",2019
"1508",1,0,1,"V2355","glmnet","AUC",2019
"1509",1,0,1,"V2356","glmnet","AUC",2019
"1510",1,0,1,"V2357","glmnet","AUC",2019
"1511",1,0,1,"V2358","glmnet","AUC",2019
"1512",1,0,1,"V2359","glmnet","AUC",2019
"1513",1,0,1,"V236","glmnet","AUC",2019
"1514",1,0,1,"V2360","glmnet","AUC",2019
"1515",1,0,1,"V2361","glmnet","AUC",2019
"1516",1,0,1,"V2362","glmnet","AUC",2019
"1517",1,0,1,"V2363","glmnet","AUC",2019
"1518",1,0,1,"V2364","glmnet","AUC",2019
"1519",1,0,1,"V2365","glmnet","AUC",2019
"1520",1,0,1,"V2366","glmnet","AUC",2019
"1521",1,0,1,"V2367","glmnet","AUC",2019
"1522",1,0,1,"V2368","glmnet","AUC",2019
"1523",1,0,1,"V2369","glmnet","AUC",2019
"1524",1,0,1,"V237","glmnet","AUC",2019
"1525",1,0,1,"V2370","glmnet","AUC",2019
"1526",1,0,1,"V2371","glmnet","AUC",2019
"1527",1,0,1,"V2372","glmnet","AUC",2019
"1528",1,0,1,"V2373","glmnet","AUC",2019
"1529",1,0,1,"V2374","glmnet","AUC",2019
"1530",1,0,1,"V2375","glmnet","AUC",2019
"1531",1,0,1,"V2376","glmnet","AUC",2019
"1532",1,0,1,"V2377","glmnet","AUC",2019
"1533",1,0,1,"V2378","glmnet","AUC",2019
"1534",1,0,1,"V2379","glmnet","AUC",2019
"1535",1,0,1,"V238","glmnet","AUC",2019
"1536",1,0,1,"V2380","glmnet","AUC",2019
"1537",1,0,1,"V2381","glmnet","AUC",2019
"1538",1,0,1,"V2382","glmnet","AUC",2019
"1539",1,0,1,"V2383","glmnet","AUC",2019
"1540",1,0,1,"V2384","glmnet","AUC",2019
"1541",1,0,1,"V2385","glmnet","AUC",2019
"1542",1,0,1,"V2386","glmnet","AUC",2019
"1543",1,0,1,"V2387","glmnet","AUC",2019
"1544",1,0,1,"V2388","glmnet","AUC",2019
"1545",1,0,1,"V2389","glmnet","AUC",2019
"1546",1,0,1,"V239","glmnet","AUC",2019
"1547",1,0,1,"V2390","glmnet","AUC",2019
"1548",1,0,1,"V2391","glmnet","AUC",2019
"1549",1,0,1,"V2392","glmnet","AUC",2019
"1550",1,0,1,"V2393","glmnet","AUC",2019
"1551",1,0,1,"V2394","glmnet","AUC",2019
"1552",1,0,1,"V2395","glmnet","AUC",2019
"1553",1,0,1,"V2396","glmnet","AUC",2019
"1554",1,0,1,"V2397","glmnet","AUC",2019
"1555",1,0,1,"V2398","glmnet","AUC",2019
"1556",1,0,1,"V2399","glmnet","AUC",2019
"1557",1,0,1,"V24","glmnet","AUC",2019
"1558",1,0,1,"V240","glmnet","AUC",2019
"1559",1,0,1,"V2400","glmnet","AUC",2019
"1560",1,0,1,"V2401","glmnet","AUC",2019
"1561",1,0,1,"V2402","glmnet","AUC",2019
"1562",1,0,1,"V2403","glmnet","AUC",2019
"1563",1,0,1,"V2404","glmnet","AUC",2019
"1564",1,0,1,"V2405","glmnet","AUC",2019
"1565",1,0,1,"V2406","glmnet","AUC",2019
"1566",1,0,1,"V2407","glmnet","AUC",2019
"1567",1,0,1,"V2408","glmnet","AUC",2019
"1568",1,0,1,"V2409","glmnet","AUC",2019
"1569",1,0,1,"V241","glmnet","AUC",2019
"1570",1,0,1,"V2410","glmnet","AUC",2019
"1571",1,0,1,"V2411","glmnet","AUC",2019
"1572",1,0,1,"V2412","glmnet","AUC",2019
"1573",1,0,1,"V2413","glmnet","AUC",2019
"1574",1,0,1,"V2414","glmnet","AUC",2019
"1575",1,0,1,"V2415","glmnet","AUC",2019
"1576",1,0,1,"V2416","glmnet","AUC",2019
"1577",1,0,1,"V2417","glmnet","AUC",2019
"1578",1,0,1,"V2418","glmnet","AUC",2019
"1579",1,0,1,"V2419","glmnet","AUC",2019
"1580",1,0,1,"V242","glmnet","AUC",2019
"1581",1,0,1,"V2420","glmnet","AUC",2019
"1582",1,0,1,"V2421","glmnet","AUC",2019
"1583",1,0,1,"V2422","glmnet","AUC",2019
"1584",1,0,1,"V2423","glmnet","AUC",2019
"1585",1,0,1,"V2424","glmnet","AUC",2019
"1586",1,0,1,"V2425","glmnet","AUC",2019
"1587",1,0,1,"V2426","glmnet","AUC",2019
"1588",1,0,1,"V2427","glmnet","AUC",2019
"1589",1,0,1,"V2428","glmnet","AUC",2019
"1590",1,0,1,"V2429","glmnet","AUC",2019
"1591",1,0,1,"V243","glmnet","AUC",2019
"1592",1,0,1,"V2430","glmnet","AUC",2019
"1593",1,0,1,"V2431","glmnet","AUC",2019
"1594",1,0,1,"V2432","glmnet","AUC",2019
"1595",1,0,1,"V2433","glmnet","AUC",2019
"1596",1,0,1,"V2434","glmnet","AUC",2019
"1597",1,0,1,"V2435","glmnet","AUC",2019
"1598",1,0,1,"V2436","glmnet","AUC",2019
"1599",1,0,1,"V2437","glmnet","AUC",2019
"1600",1,0,1,"V2438","glmnet","AUC",2019
"1601",1,0,1,"V2439","glmnet","AUC",2019
"1602",1,0,1,"V244","glmnet","AUC",2019
"1603",1,0,1,"V2440","glmnet","AUC",2019
"1604",1,0,1,"V2441","glmnet","AUC",2019
"1605",1,0,1,"V2442","glmnet","AUC",2019
"1606",1,0,1,"V2443","glmnet","AUC",2019
"1607",1,0,1,"V2444","glmnet","AUC",2019
"1608",1,0,1,"V2445","glmnet","AUC",2019
"1609",1,0,1,"V2446","glmnet","AUC",2019
"1610",1,0,1,"V2447","glmnet","AUC",2019
"1611",1,0,1,"V2448","glmnet","AUC",2019
"1612",1,0,1,"V2449","glmnet","AUC",2019
"1613",1,0,1,"V245","glmnet","AUC",2019
"1614",1,0,1,"V2450","glmnet","AUC",2019
"1615",1,0,1,"V2451","glmnet","AUC",2019
"1616",1,0,1,"V2452","glmnet","AUC",2019
"1617",1,0,1,"V2453","glmnet","AUC",2019
"1618",1,0,1,"V2454","glmnet","AUC",2019
"1619",1,0,1,"V2455","glmnet","AUC",2019
"1620",1,0,1,"V2456","glmnet","AUC",2019
"1621",1,0,1,"V2457","glmnet","AUC",2019
"1622",1,0,1,"V2458","glmnet","AUC",2019
"1623",1,0,1,"V2459","glmnet","AUC",2019
"1624",1,0,1,"V246","glmnet","AUC",2019
"1625",1,0,1,"V2460","glmnet","AUC",2019
"1626",1,0,1,"V2461","glmnet","AUC",2019
"1627",1,0,1,"V2462","glmnet","AUC",2019
"1628",1,0,1,"V2463","glmnet","AUC",2019
"1629",1,0,1,"V2464","glmnet","AUC",2019
"1630",1,0,1,"V2465","glmnet","AUC",2019
"1631",1,0,1,"V2466","glmnet","AUC",2019
"1632",1,0,1,"V2467","glmnet","AUC",2019
"1633",1,0,1,"V2468","glmnet","AUC",2019
"1634",1,0,1,"V2469","glmnet","AUC",2019
"1635",1,0,1,"V247","glmnet","AUC",2019
"1636",1,0,1,"V2470","glmnet","AUC",2019
"1637",1,0,1,"V2471","glmnet","AUC",2019
"1638",1,0,1,"V2472","glmnet","AUC",2019
"1639",1,0,1,"V2473","glmnet","AUC",2019
"1640",1,0,1,"V2474","glmnet","AUC",2019
"1641",1,0,1,"V2475","glmnet","AUC",2019
"1642",1,0,1,"V2476","glmnet","AUC",2019
"1643",1,0,1,"V2477","glmnet","AUC",2019
"1644",1,0,1,"V2478","glmnet","AUC",2019
"1645",1,0,1,"V2479","glmnet","AUC",2019
"1646",1,0,1,"V248","glmnet","AUC",2019
"1647",1,0,1,"V2480","glmnet","AUC",2019
"1648",1,0,1,"V2481","glmnet","AUC",2019
"1649",1,0,1,"V2482","glmnet","AUC",2019
"1650",1,0,1,"V2483","glmnet","AUC",2019
"1651",1,0,1,"V2484","glmnet","AUC",2019
"1652",1,0,1,"V2485","glmnet","AUC",2019
"1653",1,0,1,"V2486","glmnet","AUC",2019
"1654",1,0,1,"V2487","glmnet","AUC",2019
"1655",1,0,1,"V2488","glmnet","AUC",2019
"1656",1,0,1,"V2489","glmnet","AUC",2019
"1657",1,0,1,"V249","glmnet","AUC",2019
"1658",1,0,1,"V2490","glmnet","AUC",2019
"1659",1,0,1,"V2491","glmnet","AUC",2019
"1660",1,0,1,"V2492","glmnet","AUC",2019
"1661",1,0,1,"V2493","glmnet","AUC",2019
"1662",1,0,1,"V2494","glmnet","AUC",2019
"1663",1,0,1,"V2495","glmnet","AUC",2019
"1664",1,0,1,"V2496","glmnet","AUC",2019
"1665",1,0,1,"V2497","glmnet","AUC",2019
"1666",1,0,1,"V2498","glmnet","AUC",2019
"1667",1,0,1,"V2499","glmnet","AUC",2019
"1668",1,0,1,"V25","glmnet","AUC",2019
"1669",1,0,1,"V250","glmnet","AUC",2019
"1670",1,0,1,"V2500","glmnet","AUC",2019
"1671",1,0,1,"V2501","glmnet","AUC",2019
"1672",1,0,1,"V2502","glmnet","AUC",2019
"1673",1,0,1,"V2503","glmnet","AUC",2019
"1674",1,0,1,"V2504","glmnet","AUC",2019
"1675",1,0,1,"V2505","glmnet","AUC",2019
"1676",1,0,1,"V2506","glmnet","AUC",2019
"1677",1,0,1,"V2507","glmnet","AUC",2019
"1678",1,0,1,"V2508","glmnet","AUC",2019
"1679",1,0,1,"V2509","glmnet","AUC",2019
"1680",1,0,1,"V251","glmnet","AUC",2019
"1681",1,0,1,"V2510","glmnet","AUC",2019
"1682",1,0,1,"V2511","glmnet","AUC",2019
"1683",1,0,1,"V2512","glmnet","AUC",2019
"1684",1,0,1,"V2513","glmnet","AUC",2019
"1685",1,0,1,"V2514","glmnet","AUC",2019
"1686",1,0,1,"V2515","glmnet","AUC",2019
"1687",1,0,1,"V2516","glmnet","AUC",2019
"1688",1,0,1,"V2517","glmnet","AUC",2019
"1689",1,0,1,"V2518","glmnet","AUC",2019
"1690",1,0,1,"V2519","glmnet","AUC",2019
"1691",1,0,1,"V252","glmnet","AUC",2019
"1692",1,0,1,"V2520","glmnet","AUC",2019
"1693",1,0,1,"V2521","glmnet","AUC",2019
"1694",1,0,1,"V2522","glmnet","AUC",2019
"1695",1,0,1,"V2523","glmnet","AUC",2019
"1696",1,0,1,"V2524","glmnet","AUC",2019
"1697",1,0,1,"V2525","glmnet","AUC",2019
"1698",1,0,1,"V2526","glmnet","AUC",2019
"1699",1,0,1,"V2527","glmnet","AUC",2019
"1700",1,0,1,"V2528","glmnet","AUC",2019
"1701",1,0,1,"V2529","glmnet","AUC",2019
"1702",1,0,1,"V253","glmnet","AUC",2019
"1703",1,0,1,"V2530","glmnet","AUC",2019
"1704",1,0,1,"V2531","glmnet","AUC",2019
"1705",1,0,1,"V2532","glmnet","AUC",2019
"1706",1,0,1,"V2533","glmnet","AUC",2019
"1707",1,0,1,"V2534","glmnet","AUC",2019
"1708",1,0,1,"V2535","glmnet","AUC",2019
"1709",1,0,1,"V2536","glmnet","AUC",2019
"1710",1,0,1,"V2537","glmnet","AUC",2019
"1711",1,0,1,"V2538","glmnet","AUC",2019
"1712",1,0,1,"V2539","glmnet","AUC",2019
"1713",1,0,1,"V254","glmnet","AUC",2019
"1714",1,0,1,"V2540","glmnet","AUC",2019
"1715",1,0,1,"V2541","glmnet","AUC",2019
"1716",1,0,1,"V2542","glmnet","AUC",2019
"1717",1,0,1,"V2543","glmnet","AUC",2019
"1718",1,0,1,"V2544","glmnet","AUC",2019
"1719",1,0,1,"V2545","glmnet","AUC",2019
"1720",1,0,1,"V2546","glmnet","AUC",2019
"1721",1,0,1,"V2547","glmnet","AUC",2019
"1722",1,0,1,"V2548","glmnet","AUC",2019
"1723",1,0,1,"V2549","glmnet","AUC",2019
"1724",1,0,1,"V255","glmnet","AUC",2019
"1725",1,0,1,"V2550","glmnet","AUC",2019
"1726",1,0,1,"V2551","glmnet","AUC",2019
"1727",1,0,1,"V2552","glmnet","AUC",2019
"1728",1,0,1,"V2553","glmnet","AUC",2019
"1729",1,0,1,"V2554","glmnet","AUC",2019
"1730",1,0,1,"V2555","glmnet","AUC",2019
"1731",1,0,1,"V2556","glmnet","AUC",2019
"1732",1,0,1,"V2557","glmnet","AUC",2019
"1733",1,0,1,"V2558","glmnet","AUC",2019
"1734",1,0,1,"V2559","glmnet","AUC",2019
